search_query,job_title,company_name,location,posting_date,job_url,years_exp_min,years_exp_max,career_level,education_level,salary,employment_type,job_categories,skills,job_description,job_requirements,scraped_at
Data Scientist,Data Engineer,Sana Commerce,"Alexandria, EG",posted 2 months ago,https://wuzzuf.net/jobs/p/yfbo1jgljx7s-data-engineer-sana-commerce-alexandria-egypt,8.0,8.0,Experienced (Non-Manager),Bachelor's Degree,19729 to 22054 EUR Per Year,Full Time | Hybrid,IT/Software Development | Engineering - Telecom/Technology,Machine Learning | Artificial Intelligence (AI) | Data Engineering,"At Sana Commerce, we're looking for a Data Engineer (ML/AI) to design, build, and scale data systems that power our analytics and machine learning initiatives. Your work will ensure high-quality, reliable, and ML-ready data pipelines that enable both traditional analytics and advanced AI-driven solutions across the business.

 

What you'll be doing

Designing and maintaining data pipelines optimized for ML/AI workloads, including handling of large-scale, unstructured, and semi-structured data.
Building feature pipelines and feature stores that ensure reusability and consistency of data used by machine learning models.
Collaborating with Data Scientists and ML Engineers to understand data requirements for training, validation, and production deployment.
Ensuring data quality, lineage, and governance meet standards required for AI/ML applications.
Supporting MLOps practices by integrating data pipelines with model training, monitoring, and deployment workflows.
Leveraging distributed processing frameworks (e.g., Spark, Databricks, Azure Synapse) for scalable ML data processing.","What you bring

8+ years of experience as a Data Engineer, working with Azure and Databricks, ideally with exposure to ML/AI-related data workflows.
College degree that demonstrates your analytic abilities, such as Econometrics, Computer Sciences, Mathematics or similar;
Excellent analytical and problem-solving skills;
Experience with data preparation for ML/AI: managing large datasets, feature engineering, and real-time or batch data pipelines.
Familiarity with MLOps concepts and how data engineering supports model lifecycle management.
Experience with orchestration frameworks (Airflow, Prefect, or Azure Data Factory) for complex ML pipelines.
Knowledge of unstructured data processing (text, images, logs) is a plus.
Strong SQL and Python skills; experience with distributed data processing (PySpark, Dask, etc.) is a plus.

Why you’ll love working here

Impact from day one – Join a scale-up where your ideas shape how global businesses operate online.
Continuous learning – Access a structured onboarding rated 9.1/10 by previous hires, mentorship, and feedback culture.
Hybrid flexibility – Work from our office 3 days per week and from home 2 days.
Career growth – Expand your technical and leadership scope in a company built for long-term success.

Our values

At Sana Commerce, our values drive everything we do:

Champions of Our League – We deliver lasting success, balancing quick wins and long-term value
Supercharge Our Customers – We’re revolutionizing B2B commerce together, helping our customers to lead and succeed.
Determined to Grow – We embrace challenges, growing and raising the bar for ourselves and our industry.
Bold Together – We dare to be bold because we have each other’s back.

Ready to build reliability that scales?

Apply now and help shape the foundation of our next-generation SaaS platform.",2026-04-16T01:13:19
Data Scientist,AI Developer (Outsource),Prometeon tyres group – Egypt,"Alexandria, EG",posted 28 days ago,https://wuzzuf.net/jobs/p/xvz7wojwcxo4-ai-developer-outsource-prometeon-tyres-group-egypt-alexandria-egypt,0.0,2.0,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Confidential,Full Time | On-site,IT/Software Development | Engineering - Telecom/Technology,AI | Computer Science | Information Technology (IT) | Software Development,"Design, develop, and implement AI / Machine Learning models and solutions.
Build and maintain data pipelines for training and evaluating models.
Train, test, and optimize machine learning models for accuracy and performance.
Integrate AI models into applications, APIs, or existing systems.
Work with datasets: data cleaning, preprocessing, and feature engineering.
Collaborate with software engineers, data scientists, and product teams.
Monitor model performance and improve models over time.
Document AI models, experiments, and technical processes.

 

Outsourced Contract details & Benefits

Annual Fulltime Contract is signed and renewed based on performance through Top Business Co.
Medical & Social & life Insurance covered through Top Business Co.
Quarter Bonus scheme for top performers.
Transportation provided via Prometeon.
Restaurant Meal & Cafeteria Benefits provided via Prometeon.
Company giveaways provided via Prometeon.
Employee can enroll in departmental trainings after probation period.
Fridays & Saturdays weekends
Sundays smart working day (working from anywhere employee desire)","Required Skills & Qualifications

Strong knowledge of Python and common AI libraries.
Understanding of Machine Learning concepts (classification, regression, clustering).
Familiarity with frameworks such as TensorFlow, PyTorch, or Scikit-learn.
Basic understanding of data structures and algorithms.
Experience working with data processing libraries (Pandas, NumPy).
Knowledge of REST APIs and integrating models into applications.
Familiarity with Git and version control.
Basic knowledge of SQL and databases.
Problem-solving mindset and ability to work in a team environment.

 

Nice to Have

Experience with Deep Learning or NLP models.
Familiarity with LLMs, prompt engineering, or generative AI.
Knowledge of MLOps tools (Docker, MLflow, Kubernetes).
Experience with cloud platforms (AWS, Azure, or Google Cloud).
Experience deploying models as APIs or microservices.
Knowledge of data visualization tools (Power BI, Tableau, Matplotlib).
Contributions to open-source AI projects or Kaggle competitions.

 

Education & Experience

Bachelor’s degree in Computer Science, IT, or related field (or equivalent training)
0–2 years of experience or strong project portfolio
AI specialization is a plus.",2026-04-16T01:13:30
Data Scientist,PHP Full Stack Developer,Mora Communications Company,"Cairo, EG",posted 1 month ago,https://wuzzuf.net/jobs/p/0whsflbxuria-php-full-stack-developer-mora-communications-company-cairo-egypt,5.0,10.0,Experienced (Non-Manager),Bachelor's Degree,30000 to 100000 EGP Per Month,Full Time | On-site,IT/Software Development | Engineering - Telecom/Technology,PHP | Node.js | Mongo DB | Bootstrap | Computer Science | Software Development | HTML | CSS | Information Technology (IT) | JavaScript | jQuery | Laravel | MySQL,"PHP Full Stack Developer
 

 Work with development teams and product managers to ideate software solutions
 Design client-side and server-side architecture
 Build the front-end of applications through appealing visual design
 Develop and manage well-functioning databases and applications
 Write effective APIs
 Test software to ensure responsiveness and efficiency
 Troubleshoot, debug, and upgrade software
 Create security and data protection settings
 Build features and applications with a mobile responsive design
 Write technical documentation
 Work with data scientists and analysts to improve software","Skills

 Proven experience as a Full Stack Developer or similar role
 Familiarity with common stacks
 Knowledge of multiple front-end languages and libraries (HTML, CSS, Bootstrap, JavaScript, XML, jQuery, Ajax)
 Knowledge of back-end language (PHP) and PHP frameworks (CodeIgniter,laravel)
 Familiarity with MVCs
 Familiarity with databases (MySQL) and UI/UX design
 Excellent communication and teamwork skills
 Great attention to detail
 Organizational skills
 An analytical mind
 Ability to work under pressure
 Degree in Computer Science, Statistics, or a relevant field",2026-04-16T01:13:36
AI Engineer,Senior AI Engineer,Fixed Solutions,"Cairo, EG",posted 9 days ago,https://wuzzuf.net/jobs/p/9usjkdrrogts-senior-ai-engineer-fixed-solutions-cairo-egypt,3.0,3.0,Experienced (Non-Manager),Not Specified,Confidential,Full Time | Hybrid,IT/Software Development | Engineering - Telecom/Technology | Engineering - Mechanical/Electrical,AI | Computer Science | Engineering | Information Technology (IT) | Software Development,"About the Role

We are seeking an engineer who doesn't just ""talk"" to LLMs but builds autonomous, resilient systems. You will design multi-agent architecture that can reason, use tools, and recover from failures independently.
 

Your primary goal is to bridge the gap between ""cool demos"" and ""production-grade reliability."" You will be responsible for deploying agents across various business sectors (e.g., Finance, Operations, Customer Success), ensuring they are not only intelligent but also safe, cost-effective, and predictable in a production environment.
 

Key Responsibilities
 

●  Agent Orchestration: Design and implement stateful, multi-turn agent workflows using frameworks like LangGraph, CrewAI, AutoGen, PydanticAI, Swarm, Haystack, or Bee Agent Framework.
 

● Proactive Reliability & Guardrails: Architect systems that prevent production meltdowns. Implement circuit breakers, ""human-in-the-loop"" triggers, and input/output guardrails to stop infinite loops, prompt injections, and hallucinated tool calls before they reach the end user.
 

● Multi-Sector Tooling: Build and maintain high-precision API integrations (tools) that allow agents to interact with diverse business systems (ERPs, CRMs, custom databases) deterministically.
 

● Observability & Tracing: Set up advanced tracing (e.g., LangSmith, Langfuse, or Arize Phoenix) to debug complex reasoning chains and monitor agent trajectories in real-time.
 

● Rigorous Evaluation (Evals): Develop automated ""Golden Datasets"" and evaluation frameworks (using RAGas, DeepEval, G-Eval, LangSmith Evaluators, or custom model-based grading) to measure agent success rates and prevent regressions before every deployment.
 

● Cost & Latency Optimization: Manage the ""token budget"" by implementing tiered model routing (e.g., using Gemini 3 Flash for initial reasoning and Ultra for final verification) and optimizing context window usage.","Required Qualifications
 

●  3+ years of Software Engineering experience, with a background in Python and FastAPI (or similar).
 

● 1+ year of experience specifically focused on LLM-based Agents in a production environment.
 

● Deep Expertise in Agentic Patterns: Proven experience implementing ReAct, Plan-and-Execute, or Multi-Agent Supervisor architectures.
 

● Production Infrastructure: Hands-on experience with modern Vector Databases and Search Engines (e.g., Pinecone, Milvus, Weaviate, Qdrant, Chroma, or pgvector) and semantic caching strategies.
 

● Robustness Mindset: A track record of handling non-deterministic failures (e.g., implementing custom retry logic and fallback strategies for failed tool calls).
 

Preferred Qualifications (The ""Plus"" Factors)
 

● Experience with Fine-tuning smaller models (e.g., Llama 3) for specific tool-calling tasks to reduce latency.
 

● Knowledge of Data Privacy (handling PII in agent prompts) and AI Security best practices.
 

● Prior experience building agents for specialized sectors like Fintech or Supply Chain.",2026-04-16T01:14:43
AI Engineer,AI Automation & Systems Engineer,Big Life Journal,"Cairo, EG",posted 16 days ago,https://wuzzuf.net/jobs/p/e3sv68tqkom1-ai-automation-systems-engineer-big-life-journal-cairo-egypt,0.0,2.0,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,250 to 350 USD Per Month,Full Time | Remote,IT/Software Development,AI | Automation | Computer Science | Engineering | HTML | Information Systems | Information Technology (IT),"About the Role

We are a US-based, successful e-commerce and EdTech company. We are looking for a sharp, AI-native graduate who thinks in systems and solves problems with automation. This is not a traditional software engineering role — you won't spend your days writing code. Instead, you will use cutting-edge AI tools, particularly Claude Code, to design, build, and manage intelligent systems that automate our core business processes across technology, marketing, and operations.

 

This is a rare opportunity to join at the forefront of an AI-driven transformation. If you are someone who naturally asks 'how can AI do this better?' — this role was built for you.

Key Responsibilities

AI Systems & Automation

Design and deploy end-to-end automation workflows using Claude Code and other AI tools to eliminate manual, repetitive business processes.
Build and manage AI-powered systems that integrate across our tech stack, including our membership platform, CRM, and marketing tools.
Continuously identify automation opportunities across all departments and proactively propose solutions.
Monitor, troubleshoot, and optimise AI-generated outputs to ensure reliability and accuracy.

PHP Membership Platform Support

Work alongside our development infrastructure to support and enhance our PHP-based membership system using Claude Code.
Understand and interpret PHP code well enough to identify issues, request AI-generated fixes, and validate solutions without necessarily coding from scratch.
Coordinate with external developers when deeper technical intervention is required.

Marketing Automation

Use AI tools to automate marketing workflows including email campaigns, lead nurturing, content scheduling, and funnel management.
Build and maintain integrations between marketing platforms (e.g. ActiveCampaign, Mailchimp) and our core systems using AI and automation tools like Make or Zapier.
Generate, optimise, and deploy AI-assisted marketing content at scale.

Systems Thinking & Continuous Improvement

Map out existing business processes and redesign them with an automation-first mindset.
Document all systems, workflows, and automations clearly for team handover and scalability.
Stay up to date with the latest developments in AI tooling and bring new ideas to the team regularly.
Required Skills & Qualifications

Essential

Claude Code, ChatGPT, and similar platformsStrong working knowledge of AI tools, particularly
Demonstrated ability to build automated workflows and systems using AI — portfolio or project examples strongly preferred.
Technical literacy: ability to read, understand, and troubleshoot PHP, HTML, and basic code.
Make (Integromat), Zapier, or n8nFamiliarity with integration platforms such as
Understanding of APIs, webhooks, and how digital systems connect.
Exceptional problem-solving ability with a systems-thinking mindset.
Self-driven, proactive, and comfortable working independently with minimal supervision.

Preferred

Experience with marketing automation platforms (ActiveCampaign, Mailchimp, HubSpot, etc.)
Familiarity with CRM systems and sales funnel management.
Basic understanding of prompt engineering and LLM capabilities.
Prior internship, freelance project, or personal AI automation project — even if not in a formal role.

Education

Bachelor's degree from a top Egyptian university (e.g. AUC, Cairo University, Ain Shams, GUC) in Computer Science, Information Systems, Business Technology, or a related field.
Graduation year: 2023–2025 preferred.
What We Offer
A highly dynamic, forward-thinking environment where AI is at the centre of everything we do.
The opportunity to own and build systems from the ground up — not just maintain them.
10,000 – 15,000 EGP/monthA competitive graduate salary of
Continuous learning and exposure to the latest AI tools, platforms, and methodologies.
Clear growth path into a senior AI systems or operations leadership role.
A collaborative team that values initiative, creativity, and results over rigid hierarchy.
The Ideal Candidate

More than your degree or your technical background, we care about your mindset. The ideal candidate:

 

Thinks in systems — you don't just solve problems, you build processes that prevent them.
Is AI-native — you already use Claude, ChatGPT, or similar tools daily and have built something with them.
Is relentlessly curious — you follow AI developments closely and get excited about what's possible.
Takes ownership — when something needs to be done, you figure out how and get it done.
Communicates clearly — you can explain a technical system to a non-technical stakeholder without jargon.
 

 

We review applications on a rolling basis. Early applications are encouraged.About the Role

We are looking for a sharp, AI-native graduate who thinks in systems and solves problems with automation. This is not a traditional software engineering role — you won't spend your days writing code from scratch. Instead, you will use cutting-edge AI tools, particularly Claude Code, to design, build, and manage intelligent systems that automate our core business processes across technology, marketing, and operations.

 

This is a rare opportunity to join at the forefront of an AI-driven transformation. If you are someone who naturally asks 'how can AI do this better?' — this role was built for you.","Required Skills & Qualifications

Essential

Strong working knowledge of AI tools, particularly Claude Code and similar platforms
Demonstrated ability to build automated workflows and systems using AI — portfolio or project examples strongly preferred.
Technical literacy: ability to read, understand, and troubleshoot PHP, HTML, and basic code.
Familiarity with integration platforms such as Make (Integromat) or Zapier 
Understanding of APIs, webhooks, and how digital systems connect.
Exceptional problem-solving ability with a systems-thinking mindset.
Self-driven, proactive, and comfortable working independently with minimal supervision.

Preferred

Experience with e-commerce and marketing automation platforms (Klaviyo, Shopify, etc.)
Familiarity with CRM systems and sales funnel management.
Basic understanding of prompt engineering and LLM capabilities.
Prior internship, freelance project, or personal AI automation project — even if not in a formal role.

Education

Bachelor's degree from a top Egyptian university (e.g. AUC, Cairo University, Ain Shams, GUC) in Computer Science, Information Systems, Business Technology, or a related field.
Graduation year: 2023–2026 preferred.
What We Offer
A highly dynamic, forward-thinking environment where AI is at the centre of everything we do.
The opportunity to own and build systems from the ground up — not just maintain them.
A competitive graduate salary 
Continuous learning and exposure to the latest AI tools, platforms, and methodologies.
Clear growth path into a senior AI systems or operations leadership role.
A collaborative team that values initiative, creativity, and results over rigid hierarchy.
The Ideal Candidate

More than your degree or your technical background, we care about your mindset. The ideal candidate:

 

Thinks in systems — you don't just solve problems, you build processes that prevent them.
Is AI-native — you already use Claude, ChatGPT, or similar tools daily and have built something with them.
Is relentlessly curious — you follow AI developments closely and get excited about what's possible.
Takes ownership — when something needs to be done, you figure out how and get it done.
Communicates clearly — you can explain a technical system to a non-technical stakeholder without jargon.
How to Apply

To apply, please send the following:

 

Your CV / resume
A brief cover letter (max 300 words) explaining why this role excites you and how you think about AI automation.
Links to any AI projects, automation workflows, or tools you have built — even personal or freelance ones.",2026-04-16T01:14:48
AI Engineer,"Senior AI Engineer (LLM, RAG & AI Systems for CX & Enterprise Solutions)",Confidential,"Cairo, EG",posted 20 days ago,https://wuzzuf.net/jobs/p/jnb8wlrudou3-senior-ai-engineer-llm-rag-ai-systems-for-cx-enterprise-solutions-cairo-egypt,2.0,6.0,Experienced (Non-Manager),Not Specified,"Confidential, Flexible, Performance-Based Compensation With Incentives Tied To Impact, Plus Long-Term Collaboration Potential, Remote Work Flexibility, And Access To Advanced AI Tools And Learning Resources.",Part Time | Freelance / Project | Remote,IT/Software Development,Artificial Intelligence (AI) | Software Development | Engineering | AI,"We are looking for a Senior AI Engineer to lead the design, integration, and adoption of AI systems across our customer experience (CX), retail, and enterprise workflow solutions.

A key part of this role is integrating AI capabilities into existing .NET-based systems and enterprise applications, ensuring seamless interoperability between AI services and current infrastructure.

You will act as the internal AI reference, enabling teams to adopt AI effectively across development, architecture, and delivery.

Designing and implementing AI-powered systems using LLMs and RAG architectures

Building AI APIs and services that integrate seamlessly with existing systems
Integrating AI capabilities into .NET-based enterprise applications and workflows
Designing end-to-end AI-enabled architectures across web and mobile platforms
Developing:
AI microservices
API layers connecting AI services with backend systems
Data pipelines for knowledge and retrieval systems
Enabling AI adoption across the team:
Supporting developers in integrating AI into their features and workflows
Introducing and promoting AI-assisted development (Vibe Coding) practices
Helping teams effectively use modern AI tools such as Lovable, Emergence, Volt, and similar platforms
Evaluating and implementing:
AI frameworks and libraries
AI orchestration and agent-based systems
AI testing, evaluation, and performance monitoring pipelines","Key Responsibilities
Design and implement scalable AI system architectures integrated with existing platforms
Lead AI integration with enterprise systems, including .NET-based applications
Build and maintain:
AI-powered APIs and services
Integration layers between AI systems and backend platforms
RAG pipelines and knowledge systems
Act as the AI technical reference for the team
Drive adoption of AI tools and AI-assisted development practices across engineering teams
Define best practices for:
LLM usage and prompt engineering
RAG architectures
AI testing, evaluation, and monitoring
Core Requirements
Strong experience in:
Python (AI/ML systems)
Backend development and API design
Hands-on experience with:
LLMs and RAG architectures
Vector databases and embeddings pipelines
Proven experience building production-grade AI systems
Experience integrating AI with existing enterprise systems
Knowledge of Microsoft .NET stack (ASP.NET Core) is a strong plus, especially:
Integrating AI services with .NET applications
Working with existing enterprise systems built on .NET
Building APIs for interoperability
Strong understanding of:
System integration patterns
Microservices architecture
REST APIs
Ability to:
Work on existing/legacy systems
Translate business needs into scalable AI solutions
Nice To Have
Experience with:
Retail systems or customer experience platforms
AI agents and autonomous workflows
AI orchestration frameworks
Familiarity with:
AI-assisted development tools (e.g., Cursor, Copilot, Claude Code)
Rapid AI builders (e.g., Lovable, Emergence, Volt)
Experience with:
Cloud-native AI deployment (AWS, Azure, GCP)
Hybrid AI setups (local + cloud using tools like Ollama)
Experience enabling teams to adopt new technologies and workflows",2026-04-16T01:14:53
AI Engineer,"AI Engineer (Computer Vision, Speech, NLP & Generative AI)",Madar Soft,"Alexandria, EG",posted 20 days ago,https://wuzzuf.net/jobs/p/w0bib0poknfj-ai-engineer-computer-vision-speech-nlp-generative-ai-madar-soft-alexandria-egypt,3.0,5.0,Experienced (Non-Manager),Not Specified,"Confidential, Medical & Social Insurance",Full Time | Remote,IT/Software Development | Engineering - Telecom/Technology,AI | Computer Science | Computer Vision | Engineering | Information Technology (IT) | NLP,"Are you passionate about building the future of AI? We are seeking a talented AI Engineer to join our innovative team. You will play a key role in optimizing and extending our AI capabilities across Computer Vision, Speech Recognition, NLP (LLMs), and Generative AI. If you thrive on deploying models in real-world production environments and driving impactful AI solutions, we want to meet you!

 

You’ll work on enhancing our current models (YOLO, Riva) and developing new AI-powered features that fuel our products and services.

 

Key Responsibilities

Design & Develop: Build advanced machine learning and deep learning models for real-world applications.
Data Exploration: Collect, analyze, and interpret large-scale datasets to extract actionable insights and identify trends.
Model Optimization: Evaluate, benchmark, and optimize models for performance, scalability, and robustness.
Production Deployment: Lead the deployment of AI models into production using modern frameworks and tools.
Cross-functional Collaboration: Work closely with product, engineering, and business teams to integrate AI solutions seamlessly.
Domain-Specific AI: Work with large construction datasets for predictive analytics and automation.
LLM Engineering: Design sophisticated prompts and fine-tune large language models for optimal results.
Data Visualization: Present insights using dashboards and visualization tools to stakeholders.
Documentation: Test, document, and communicate model performance, efficiency, and scalability.
Continuous Learning: Stay at the forefront of AI advancements, including multimodal and generative AI.","What We’re Looking For

Education: Bachelor’s or Master’s degree in Computer Science, Data Science, Statistics, or related field.
Experience: 3–5 years of hands-on experience developing and deploying machine learning models in production.
Technical Skills:
Strong programming skills in Python; familiarity with data science libraries (NumPy, Pandas, etc.).
Deep expertise in ML/DL frameworks: TensorFlow, PyTorch, Scikit-learn.
Experience with Computer Vision (YOLO, OpenCV) and Speech Recognition (NVIDIA Riva, Whisper, Kaldi, etc.).
Knowledge of LLMs and prompt engineering; experience with generative AI is a plus.
Proficiency in model training, fine-tuning, and deployment (ONNX, TensorRT, etc.).
Familiarity with NVIDIA tools (CUDA Toolkit, TAO Toolkit, DeepStream) is a bonus.
Strong Linux skills (Ubuntu, Bash scripting, system configuration).
Soft Skills: Excellent communication, problem-solving, and teamwork abilities. Able to explain complex concepts to non-technical stakeholders.
Bonus Points:
Experience with cloud AI platforms (AWS SageMaker, GCP Vertex AI, Azure ML).
MLOps experience (CI/CD, model monitoring, automated pipelines).

 

Why Join Us?

Innovative Environment: Work on cutting-edge AI solutions with a passionate, collaborative team.
Impact: Drive real-world AI applications in computer vision, speech, and NLP.
Growth: Continuous learning and professional development opportunities.
Flexibility: Supportive, flexible working environment.",2026-04-16T01:14:59
AI Engineer,Senior AI Engineer (LLM Systems & RAG),Seha Care,"Cairo, EG",posted 29 days ago,https://wuzzuf.net/jobs/p/5r5a8qamypsz-senior-ai-engineer-llm-systems-rag-seha-care-cairo-egypt,3.0,7.0,Experienced (Non-Manager),Bachelor's Degree,"Confidential, Competitive Salary",Full Time | Part Time | Freelance / Project | Remote,IT/Software Development,Python | LLMs | RAG | LangChain | LlamaIndex | Vector Databases | FastAPI | Docker | PostgreSQL | Redis | REST APIs | Backend Development | AI Systems Engineering | Cloud Infrastructure | Conversational AI,"Seha Care is building an AI-powered digital healthcare platform designed to function as a clinical triage and patient navigation system.

The platform uses Large Language Models (LLMs), retrieval-augmented generation (RAG), and conversational AI to help patients understand symptoms and navigate healthcare services.

We are looking for a Senior AI Engineer to design and implement the AI systems powering the platform. This role focuses on building production AI services, including LLM orchestration, knowledge retrieval pipelines, and AI APIs that integrate with backend systems.

This role is focused on engineering AI systems for production environments, ensuring performance, reliability, and maintainability.

You will work as part of a small engineering team building production AI services, collaborating closely with backend and infrastructure engineers
Education Level:
Bachelor's Degree in Computer Science, Software Engineering, or related field

What You'll Work On

Designing and implementing LLM-powered AI services

Building RAG architectures for medical knowledge retrieval

Developing AI APIs using Python and FastAPI

Working with vector databases and embeddings pipelines

Integrating AI services with backend platform modules

Building AI evaluation pipelines and monitoring model performance

Designing AI reasoning workflows for clinical triage systems

Optimizing inference performance, latency, and operational cost

Developing reliable AI service pipelines for production environments

Supporting conversational AI and voice-based AI workflows

Deploying AI services using Docker and cloud infrastructure","Strong Python programming skills

Experience working with Large Language Models (LLMs)

Hands-on experience with RAG architectures and vector databases

Experience building production AI services

Experience developing APIs using FastAPI or similar frameworks

Experience integrating AI services with backend systems

Experience working with vector databases and embeddings

Experience deploying services using Docker

Understanding of AI system performance, monitoring, and evaluation

Experience building production-grade software systems

 

Nice To Have

Experience with LangChain, LlamaIndex, or similar frameworks

Experience with AI orchestration or agent frameworks

Experience building conversational AI platforms

Experience working with voice AI or speech interfaces

Experience with healthcare or medical data systems

Required Practical Experience

Candidates should have experience building real-world AI systems or backend services, including at least one of the following:

AI chat or assistant platforms
RAG-based knowledge retrieval systems
LLM-powered APIs or AI services
Conversational AI or chatbot systems
AI integrations with backend platforms

Candidates whose experience is primarily academic or experimental AI may not be a strong fit for this role.",2026-04-16T01:15:04
AI Engineer,Senior AI / LLM Engineer,Tafeel,"Cairo, EG",posted 1 month ago,https://wuzzuf.net/jobs/p/nkgkf6hwaxxx-senior-ai-llm-engineer-tafeel-cairo-egypt,4.0,7.0,Experienced (Non-Manager),Bachelor's Degree,Confidential,Full Time | On-site,IT/Software Development,Programming | Docker | Computer Science | Cloud | AI | Information Technology (IT) | Python | Engineering | Production | AI/ML | LLMs | Fast API | RAG,"We are looking for a talented AI Engineer to join our team and work on cutting-edge LLM and AI systems deployed on-premise.

If you are passionate about building real AI products and deploying scalable inference systems, we’d love to hear from you.

 What you'll work on

Building and deploying LLM / VLM systems
Developing RAG architectures and AI chatbots
Deploying models using FastAPI and vLLM
Working with embedding models and vector databases
Prompt engineering and model fine-tuning (LoRA, QLoRA, PEFT)
Designing data pipelines for training and inference
Performance optimization, monitoring, and cost control
AI system evaluation and metrics
AI/LLM Ops and production deployment
Containerization using Docker and working with cloud environments

 Responsibilities

Deploy scalable AI inference pipelines
Improve model performance, latency, and cost efficiency
Integrate AI systems with backend and frontend applications
Build and maintain production-grade AI systems","Strong Python programming skills
Experience with LLMs, RAG architectures, and vector databases
Experience deploying production AI systems
Familiarity with FastAPI, vLLM, Docker, and cloud environments
Experience with model fine-tuning and prompt engineering",2026-04-16T01:15:10
AI Engineer,AI Engineer – LLM & Fine-Tuning Specialist,Advanced control,"Giza, EG",posted 2 months ago,https://wuzzuf.net/jobs/p/jrox4mrh50oj-ai-engineer-llm-fine-tuning-specialist-advanced-control-giza-egypt,3.0,7.0,Experienced (Non-Manager),Not Specified,Confidential,Full Time | On-site,IT/Software Development,Python | PyTorch | TensorFlow | LLMs | LoRA | PEFT | LLM Fine-Tuning | Prompt Engineering | Retrieval-Augmented Generation | Embeddings | Semantic Search | LangChain | LlamaIndex | Vector Databases | FAISS | Pinecone | Weaviate,"model fine-tuning. The ideal candidate will design, train, fine-tune, and deploy LLM-based solutions for real-world applications including automation, chatbots, data analysis, and AI-driven platforms.

You will work closely with backend and product teams to build scalable AI systems","Strong experience with Python
Experience working with LLMs
Hands-on experience in fine-tuning models
Experience with:
Hugging Face Transformers
LangChain or similar frameworks
Vector databases (Pinecone, Weaviate, FAISS)
Understanding of:
RAG (Retrieval-Augmented Generation)
Prompt Engineering
Embeddings
Experience deploying models using Docker / cloud services
Strong understanding of AI evaluation metrics

Nice to Have

Experience with OpenAI APIs or similar
Experience with GPU training environments
Knowledge of NLP fundamentals
Experience with microservices architecture
Familiarity with MLOps tools",2026-04-16T01:15:16
